time_ms,bme_temp,dht_temp
2684802,29.83,30.10
2686828,29.82,30.10
2688854,29.83,30.10
2690880,29.86,30.10
2692906,29.88,30.10
2694933,29.85,30.10
2696959,29.86,30.10
2698985,29.89,30.10
2701011,29.91,30.10
2703037,29.88,30.10
2705062,29.88,30.10
2707088,29.87,30.10
2709114,29.89,30.10
2711139,29.90,30.10
2713164,29.90,30.10
2715190,29.91,30.10
2717216,29.90,30.10
2719241,29.90,30.10
2721266,29.91,30.10
2723292,29.93,30.10
2725318,29.92,30.10
2727343,29.93,30.10
2729368,29.92,30.10
2731394,29.93,30.20
2733420,29.92,30.10
2735446,29.93,30.20
2737472,29.95,30.20
2739498,29.93,30.10
2741524,29.92,30.20
2743550,29.92,30.10
2745576,29.93,30.10
2747602,29.90,30.10
2749628,29.91,30.10
2751654,29.91,30.10
2753680,29.89,30.10
2755706,29.88,30.10
2757732,29.91,30.10
2759758,29.88,30.10
2761784,29.88,30.10
2763810,29.88,30.10
2765836,29.88,30.10
2767862,29.90,30.10
2769888,29.89,30.10
2771914,29.89,30.10
2773940,29.87,30.10
2775966,29.86,30.10
2777992,29.83,30.10
2780018,29.82,30.10
2782044,29.81,30.10
2784070,29.79,30.10
2786097,29.80,30.10
2788123,29.81,30.10
2790149,29.83,30.10
2792175,29.82,30.10
2794201,29.86,30.10
2796227,29.85,30.10
2798253,29.83,30.10
2800279,29.84,30.10
2802305,29.84,30.10
2804331,29.84,30.10
2806357,29.84,30.10
2808383,29.82,30.10
2810409,29.84,30.10
2812435,29.82,30.10
2814461,29.83,30.10
2816487,29.79,30.10
2818513,29.84,30.10
2820539,29.93,30.10
2822565,29.91,30.10
2824591,29.92,30.10
2826617,29.93,30.10
2828643,29.92,30.10
2830669,29.89,30.10
2832695,29.92,30.10
